342-342-621= -621
868-763+409= 514
79*672(693= ERROR
779)263)761= ERROR
327(471(720= ERROR
665+374)508= ERROR
604-650+999= 953
146+422-290= 278
585)85*135= ERROR
773+352(199= ERROR
963+430+267= 1660
657-544+685= 798
906)361(307= ERROR
939(214-665= ERROR
586-772-791= -977
256)852-798= ERROR
606*472)267= ERROR
250)919)64= ERROR
632+761*674= 513546
939-84(811= ERROR
371*596*660= 145936560
389-293*375= -109486
241(795+619= ERROR
412-329)812= ERROR
989*943)556= ERROR
99-89(894= ERROR
682)318(875= ERROR
73-764-143= -834
609)372*343= ERROR
621)794*582= ERROR
204*633)289= ERROR
456*40*919= 16762560
338)281+598= ERROR
932-955+775= 752
764)21(966= ERROR
255(577+381= ERROR
190+68)896= ERROR
345)906+617= ERROR
339(74-894= ERROR
265+49)920= ERROR
16-95)250= ERROR
840+998(227= ERROR
519*103(870= ERROR
660*57*809= 30434580
502)69*502= ERROR
854-97(777= ERROR
256(721*502= ERROR
107-339)623= ERROR
963+934*933= 872385
394*713+653= 281575
541*689*396= 147608604
303(138(503= ERROR
38)876-353= ERROR
811-650+197= 358
919+365)56= ERROR
998)265)213= ERROR
152-725*531= -384823
14)325(935= ERROR
712(266*880= ERROR
673*167)110= ERROR
116-39(88= ERROR
612+399(717= ERROR
318)463+873= ERROR
511)962(832= ERROR
907-608)12= ERROR
490+771(418= ERROR
712*270(289= ERROR
868)669(917= ERROR
684(664(300= ERROR
426-425)887= ERROR
898)411*795= ERROR
359*767(103= ERROR
273+96)503= ERROR
944*770*69= 50154720
612-965)576= ERROR
809*852)632= ERROR
7-770-454= -1217
15*957-819= 13536
130+347-297= 180
208+272)808= ERROR
731)641+80= ERROR
843(333+809= ERROR
203-791+459= -129
519)587+242= ERROR
151*407(943= ERROR
379)976-180= ERROR
321+805*200= 161321
834*370+415= 308995
479+81*6= 965
765)95-259= ERROR
573(120+426= ERROR
483+491+569= 1543
71(828*244= ERROR
283)119)923= ERROR
198(749+788= ERROR
515-498-59= -42
18*173(805= ERROR
522+206(370= ERROR
244)845*389= ERROR
267)393(460= ERROR
32-486(23= ERROR
830-199+533= 1164
876)855(469= ERROR
529)132)866= ERROR
296)636)173= ERROR
405-352*283= -99211
190(869(941= ERROR
15(581*898= ERROR
340(97(791= ERROR
416)475+271= ERROR
138)625)373= ERROR
438+354*74= 26634
877)100-541= ERROR
837(644*22= ERROR
107)882)610= ERROR
320-332+782= 770
466-118(423= ERROR
311(116)452= ERROR
437)892*391= ERROR
264(303+561= ERROR
774*393(335= ERROR
169+19)448= ERROR
785(60+804= ERROR
651+572)471= ERROR
531(895+319= ERROR
784-755)953= ERROR
902(659+472= ERROR
102*616-555= 62277
377-192(594= ERROR
403-675*59= -39422
296(511(916= ERROR
166(421(517= ERROR
530)57*148= ERROR
257(928*35= ERROR
294+508(478= ERROR
303(127)534= ERROR
150)252-704= ERROR
864+164-634= 394
460)26+246= ERROR
252+289+457= 998
67(349-292= ERROR
484)96*138= ERROR
550*70*483= 18595500
528(710-326= ERROR
894-185(854= ERROR
108+183*606= 111006
577*701)608= ERROR
799*754-368= 602078
868*387+187= 336103
474(680)512= ERROR
442)693+933= ERROR
386)245(478= ERROR
458*899-418= 411324
121+578)819= ERROR
301(309-665= ERROR
638)847(98= ERROR
662*603(15= ERROR
506-575)480= ERROR
746-929-468= -651
448*83-449= 36735
193-166)268= ERROR
376-562)670= ERROR
855+203(290= ERROR
324*190*551= 33919560
128*33+848= 5072
762)814-929= ERROR
580)131)326= ERROR
418)900-391= ERROR
958*856+704= 820752
675-103(889= ERROR
692)206-772= ERROR
785*803-373= 629982
596-386-689= -479
28*547)977= ERROR
324-943+913= 294
352(791*213= ERROR
234-96-673= -535
219*483(602= ERROR
821)480*898= ERROR
701+913)35= ERROR
896(278(113= ERROR
875(919-316= ERROR
83)321+330= ERROR
756+152(591= ERROR
877(948-189= ERROR
38(844*811= ERROR
819-292-890= -363
518+753-493= 778
807-664*864= -572889
193-456*719= -327671
170+867)672= ERROR
405+806*407= 328447
942*12*843= 9529272
280(581*570= ERROR
311)645)304= ERROR
962)718*822= ERROR
923*145-53= 133782
651)790-692= ERROR
670*470(271= ERROR
118(345)348= ERROR
454(813*287= ERROR
29(25*854= ERROR
535*936*741= 371063160
246*251-265= 61481
100*439*817= 35866300
905(444)440= ERROR
625-183-940= -498
202*897-885= 180309
13(229*96= ERROR
215-393)515= ERROR
759)841*852= ERROR
753+859(73= ERROR
134(746-125= ERROR
707)968+483= ERROR
13*387-468= 4563
348-187*638= -118958
549*952)359= ERROR
975+401+874= 2250
28*859(389= ERROR
593-659+219= 153
431+824-836= 419
568-60(659= ERROR
15(384-226= ERROR
256*546)73= ERROR
422+59+742= 1223
529+912(558= ERROR
932(574+412= ERROR
988+531*540= 287728
5+538(395= ERROR
315(660(982= ERROR
926(796+551= ERROR
789-436(120= ERROR
49)267+718= ERROR
764-733*282= -205942
572(467*697= ERROR
254)436)72= ERROR
408(548+641= ERROR
48+555(210= ERROR
98)581-358= ERROR
415*199+821= 83406
853)900-208= ERROR
137+450(944= ERROR
132(807)552= ERROR
269-843*110= -92461
322+208)482= ERROR
79)35-739= ERROR
243)650(156= ERROR
716*240-438= 171402
416-983+972= 405
18*731)276= ERROR
707-952(817= ERROR
394)159)924= ERROR
905*578(775= ERROR
874(394+100= ERROR
170*220)859= ERROR
746-207-483= 56
291)364+447= ERROR
945*451-577= 425618
507*437-986= 220573
615-278+26= 363
486(356(249= ERROR
49*330*626= 10122420
939-433(413= ERROR
133*134(708= ERROR
642+381)486= ERROR
526)134(137= ERROR
851)42+583= ERROR
171*887)844= ERROR
22(350+10= ERROR
167(136*629= ERROR
496+600)560= ERROR
748-958(34= ERROR
414)405(113= ERROR
618)945(845= ERROR
741+665-6= 1400
924*852*835= 657352080
585*771)428= ERROR
342)31-64= ERROR
750+565-629= 686
466)24)706= ERROR
733+883)520= ERROR
124(269)882= ERROR
14+173(543= ERROR
48*161(264= ERROR
388-506-879= -997
66*377+90= 24972
116+219(406= ERROR
752+368*90= 33872
548(734+786= ERROR
222(250)131= ERROR
605(788(943= ERROR
504+805-810= 499
176)868+732= ERROR
981(980-274= ERROR
369-674-478= -783
292-580(831= ERROR
68-952+985= 101
800-539*834= -448726
390)25*544= ERROR
38*996)167= ERROR
696+563+523= 1782
715)546-59= ERROR
437+136*169= 23421
647*944-209= 610559
571(444-508= ERROR
564)759+43= ERROR
834(61+349= ERROR
290+673(864= ERROR
491-949*132= -124777
185(929(351= ERROR
955*927*871= 771083235
334)652*437= ERROR
212(697-676= ERROR
886-590)330= ERROR
697(177-625= ERROR
435+469-836= 68
12*359*959= 4131372
605-447)671= ERROR
672)215*789= ERROR
143(529*643= ERROR
205)426(833= ERROR
732)736(755= ERROR
947(828(359= ERROR
220)540-805= ERROR
316-410+508= 414
325-108(519= ERROR
159-897)118= ERROR
315*700-476= 220024
656)412(671= ERROR
59+401*495= 198554
640-788*612= -481616
628+638+862= 2128
31*786)535= ERROR
966+600-672= 894
349*454)20= ERROR
915*318)317= ERROR
62)852*440= ERROR
720+875(302= ERROR
126-151)149= ERROR
450(128+345= ERROR
311+922*60= 55631
923-366*601= -219043
235*106(55= ERROR
911-185)333= ERROR
754+36)255= ERROR
817*855(134= ERROR
881-80(970= ERROR
539(853(350= ERROR
495(836(319= ERROR
486+627*94= 59424
966-863+55= 158
580-335(833= ERROR
137*634(5= ERROR
683-905)130= ERROR
996)398-423= ERROR
367*383*84= 11807124
478)564*896= ERROR
617+704)168= ERROR
290(829+229= ERROR
550)794(652= ERROR
862+745+238= 1845
94-615(391= ERROR
308)629*385= ERROR
923)172+442= ERROR
66-569(99= ERROR
392)86*90= ERROR
952*348+11= 331307
745+600(917= ERROR
471*956+886= 451162
966+193)640= ERROR
258+782+994= 2034
95+679*451= 306324
987+159*587= 94320
72(30)327= ERROR
781+629-747= 663
533*30(640= ERROR
399)797(461= ERROR
464*884(504= ERROR
133-851)420= ERROR
95)898-177= ERROR
675)881*454= ERROR
65*807(151= ERROR
727-446(609= ERROR
263(846+207= ERROR
445-976(165= ERROR
75)672(982= ERROR
521+864*834= 721097
777-711(594= ERROR
846-655*796= -520534
578*28)169= ERROR
375*118+509= 44759
761*221+423= 168604
877)534(842= ERROR
818*401(591= ERROR
498-810+738= 426
635)402*3= ERROR
752+250(248= ERROR
593*205)994= ERROR
71+303-6= 368
847)304(186= ERROR
364*270*442= 43439760
805-757-521= -473
626*919(201= ERROR
926-692+575= 809
542+494*333= 165044
706*490*163= 56388220
749)187-611= ERROR
684*533+123= 364695
477(978(143= ERROR
555(355+589= ERROR
608)352(123= ERROR
684)633-426= ERROR
402(191(472= ERROR
184)399(291= ERROR
388)409*773= ERROR
608(74-443= ERROR
215(579(659= ERROR
719)10*556= ERROR
599*92+167= 55275
952)286(753= ERROR
635-363-435= -163
642-528(145= ERROR
360(899-48= ERROR
995+603*284= 172247
15(405(850= ERROR
666+420+518= 1604
841)967-969= ERROR
399+113)514= ERROR
982*238)363= ERROR
317+389*801= 311906
989-934+322= 377
852+816)916= ERROR
783-305*972= -295677
838+45)192= ERROR
42+595*644= 383222
973*907)473= ERROR
784)584*606= ERROR
720(358-590= ERROR
298-104*287= -29550
245(117)462= ERROR
533(587*925= ERROR
81*333(131= ERROR
851(882-963= ERROR
861)901-972= ERROR
388(491)787= ERROR
743+211(518= ERROR
627*604+5= 378713
409+309*983= 304156
144)5+119= ERROR
855+292*373= 109771
185(484)257= ERROR
961(515)904= ERROR
916)611)155= ERROR
518(957-654= ERROR
36-249(858= ERROR
293(376(670= ERROR
910(15)767= ERROR
944(214-479= ERROR
628+552+563= 1743
892*15)475= ERROR
401*666*62= 16558092
929(775-335= ERROR
843-894*845= -754587
505)393-709= ERROR
405*743*186= 55970190
364+463)564= ERROR
238*617(465= ERROR
449-143-78= 228
633*108-668= 67696
241(915(25= ERROR
348+703-377= 674
827(102-376= ERROR
66(839)566= ERROR
652-841*937= -787365
800-167(653= ERROR
367)151-268= ERROR
59-155+300= 204
789)430)45= ERROR
428-665+362= 125
473)423)29= ERROR
447+533)797= ERROR
727+179+964= 1870
503-284-314= -95
628(464(323= ERROR
651)328*224= ERROR
183+705-691= 197
942*721)736= ERROR
638+437(765= ERROR
570(29*335= ERROR
174+510(421= ERROR
73(839+409= ERROR
512+823+974= 2309
550(439*233= ERROR
801)274)663= ERROR
610(251-260= ERROR
133)830*62= ERROR
92(851*875= ERROR
598*914+832= 547404
526-386+60= 200
893+910(747= ERROR
320)944)836= ERROR
381*610+588= 232998
613)585+213= ERROR
540)3+528= ERROR
507(38+34= ERROR
729+777)262= ERROR
253)214(789= ERROR
390*408(987= ERROR
296-795-951= -1450
59-605*567= -342976
812+369*135= 50627
241(394*887= ERROR
661*931+418= 615809
258+205+350= 813
617)158)650= ERROR
152*319)188= ERROR
989(102*541= ERROR
48+369*965= 356133
142*854+772= 122040
352(417-874= ERROR
889(732+420= ERROR
128+791-302= 617
713(975)358= ERROR
542(888(571= ERROR
403+695-734= 364
800+45-412= 433
987*705+225= 696060
743+352*447= 158087
253)663+824= ERROR
711-131)244= ERROR
737(173*71= ERROR
885+819-39= 1665
818*178(953= ERROR
599+72*722= 52583
758-267)170= ERROR
310(276(430= ERROR
136-325+880= 691
319)26(774= ERROR
414*774)383= ERROR
335-283)416= ERROR
51-393*886= -348147
357)452)160= ERROR
463+899+628= 1990
225)216)184= ERROR
332(474-851= ERROR
795(919+361= ERROR
719)579+157= ERROR
851*510*408= 177076080
745)198*82= ERROR
913+695-195= 1413
225-891(623= ERROR
373+368-228= 513
118+737+103= 958
72*8(18= ERROR
764-98*604= -58428
816(51-434= ERROR
964-158-954= -148
474-4+576= 1046
956+889-102= 1743
593)381(228= ERROR
558+790+512= 1860
443-895+37= -415
113*166(66= ERROR
532)573)522= ERROR
273-338*735= -248157
619*370)164= ERROR
144*543+475= 78667
376)326-924= ERROR
110+957(121= ERROR
288(794)353= ERROR
347)468(459= ERROR
955+192)849= ERROR
299*661-639= 197000
923(859)407= ERROR
447)838+786= ERROR
198)909)140= ERROR
478)57*339= ERROR
288)118+402= ERROR
32+206)638= ERROR
263+399+965= 1627
918+852)690= ERROR
937)538)440= ERROR
616-161)416= ERROR
980(317-916= ERROR
466*886(344= ERROR
991+843)580= ERROR
913*538*54= 26524476
831(88(451= ERROR
265*620*407= 66870100
105+157-264= -2
756-362)865= ERROR
913)115+848= ERROR
681+106+620= 1407
22*146+335= 3547
670+363)424= ERROR
43(302(385= ERROR
632+143-655= 120
379-261)67= ERROR
417+224-700= -59
77(397(563= ERROR
110*854(76= ERROR
249*754(509= ERROR
843(777-961= ERROR
263+337)527= ERROR
717+259+753= 1729
738+828*620= 514098
119)851-399= ERROR
676+220*454= 100556
118(83-850= ERROR
316)92)144= ERROR
638(998)770= ERROR
985)48+648= ERROR
490-95*81= -7205
589(811*328= ERROR
892-521-732= -361
810(676*752= ERROR
36(105+671= ERROR
744)598-565= ERROR
389*411+422= 160301
615*822-672= 504858
523)431*139= ERROR
486-829-559= -902
229-689)878= ERROR
909)700+195= ERROR
418+724(108= ERROR
7)829(88= ERROR
250)291+846= ERROR
580(996+98= ERROR
35*864)630= ERROR
776-64)166= ERROR
337)791-841= ERROR
313+919)482= ERROR
443(432-806= ERROR
189(435)36= ERROR
665*296*149= 29329160
450-345+910= 1015
845(183-254= ERROR
753(824)636= ERROR
371(516*25= ERROR
33(272*465= ERROR
870*580+808= 505408
551+498*785= 391481
544)449*466= ERROR
780)761-466= ERROR
186(882+248= ERROR
755*824)417= ERROR
721)586+421= ERROR
446(918-680= ERROR
78(224*803= ERROR
157(535(559= ERROR
835(947-543= ERROR
213-333-175= -295
239)573*337= ERROR
77(286)746= ERROR
827*411+42= 339939
205-393*910= -357425
562+62-183= 441
528-158*941= -148150
432+344*531= 183096
869-565-528= -224
971+405*267= 109106
490+953-781= 662
62+222)346= ERROR
991(245-760= ERROR
248(728+570= ERROR
427+772*71= 55239
15(13(972= ERROR
251)336-110= ERROR
725(239(339= ERROR
288(65+667= ERROR
31-910+632= -247
801-838+341= 304
843)976)553= ERROR
285)26(756= ERROR
745)457-158= ERROR
55)209)802= ERROR
820-582-838= -600
691)42(501= ERROR
386+96-65= 417
994+456-920= 530
848)184)339= ERROR
606+449*858= 385848
923)395+614= ERROR
824-400+577= 1001
516)403+56= ERROR
652+552(208= ERROR
894(385)52= ERROR
224)292*302= ERROR
978)492*335= ERROR
914+358)720= ERROR
593(223*303= ERROR
374*441)303= ERROR
838+917)565= ERROR
482)59)684= ERROR
679*709-319= 481092
569+614+502= 1685
502(928*59= ERROR
671(883+395= ERROR
295)27*967= ERROR
825*335)209= ERROR
212+876(990= ERROR
767*566(189= ERROR
456*762-236= 347236
856-858-538= -540
193)708+211= ERROR
680(659+306= ERROR
863+921-731= 1053
606)559(143= ERROR
759)931*586= ERROR
830)771(454= ERROR
651*502)347= ERROR
354+377*862= 325328
947-136)892= ERROR
893+404+664= 1961
377*980)707= ERROR
261)832)304= ERROR
64+126+170= 360
225)943*231= ERROR
596(39(525= ERROR
467(185)176= ERROR
720*649(296= ERROR
144*303)668= ERROR
602+417*582= 243296
851(595)28= ERROR
576+520*316= 164896
328)527*807= ERROR
26-856(963= ERROR
219+243+870= 1332
751+126+790= 1667
452+221)77= ERROR
489)250-937= ERROR
715+703-874= 544
400*525*160= 33600000
748+195-303= 640
476(412(748= ERROR
421(504*884= ERROR
233-526)990= ERROR
1-113-642= -754
795+152*802= 122699
946-202)345= ERROR
999+657(233= ERROR
81(744*106= ERROR
753-72*307= -21351
699-224+880= 1355
535(285(904= ERROR
989+867)395= ERROR
391(337+854= ERROR
609+793(485= ERROR
526+844*227= 192114
609*790-121= 480989
562-203(964= ERROR
844(984*160= ERROR
118+74-987= -795
1-247-791= -1037
750*948*344= 244584000
603-802-834= -1033
270+187*590= 110600
818)463-292= ERROR
864(214)133= ERROR
500+132)811= ERROR
449*831-477= 372642
929*139-574= 128557
368+804-526= 646
791-677*627= -423688
637-612(107= ERROR
688(617-101= ERROR
997-446*396= -175619
822)177-123= ERROR
85(474*34= ERROR
639)113)756= ERROR
12-412+561= 161
868)428*180= ERROR
497)510*560= ERROR
397+567+668= 1632
956+12+544= 1512
751*127-58= 95319
706-460)962= ERROR
680-827(869= ERROR
368(171+271= ERROR
592-394(887= ERROR
817(590(628= ERROR
946-531+527= 942
579+764+278= 1621
247+487*814= 396665
929)900-907= ERROR
107(741+825= ERROR
856)822(195= ERROR
955(793*92= ERROR
557(459+426= ERROR
503*27-696= 12885
146)7+408= ERROR
652*586)723= ERROR
11+576+288= 875
4+682(632= ERROR
994+743+33= 1770
590+818-430= 978
726-663*365= -241269
655+827*7= 6444
49*775+605= 38580
524+702(834= ERROR
349)627+815= ERROR
839*721)250= ERROR
79(283-673= ERROR
357*7+612= 3111
710)721(325= ERROR
832)918(739= ERROR
760+815(166= ERROR
633*326+541= 206899
333)378(194= ERROR
140-128*609= -77812
714+276*962= 266226
795)959)620= ERROR
670-136*486= -65426
716(408(539= ERROR
335-569)964= ERROR
516-980-613= -1077
123)856)215= ERROR
11(257+797= ERROR
217+791+763= 1771
891(598*608= ERROR
427+60*736= 44587
852-330*437= -143358
672*885(216= ERROR
554-551)472= ERROR
123(452)207= ERROR
227(76*693= ERROR
842(768)812= ERROR
652)213*990= ERROR
984-110-831= 43
522(379*346= ERROR
926)882(620= ERROR
458+64)909= ERROR
469-686-478= -695
30+35(356= ERROR
379(499(564= ERROR
79+392*970= 380319
311)387*947= ERROR
417+434*414= 180093
290*89(963= ERROR
830*363-368= 300922
315-938(674= ERROR
741)276)295= ERROR
496(147+167= ERROR
126-272-588= -734
15)426*58= ERROR
940+159(463= ERROR
270(686(397= ERROR
628)995(879= ERROR
139-779-130= -770
50)507(811= ERROR
872-988(628= ERROR
236*270*927= 59068440
808-845*437= -368457
140-826+251= -435
672(278)87= ERROR
404(802+202= ERROR
377)995+629= ERROR
274-364(97= ERROR
603*228-183= 137301
683-207-651= -175
947*68)162= ERROR
892(986)917= ERROR
40*595-278= 23522
323+412)927= ERROR
114+721*46= 33280
784)404-609= ERROR
689(247+706= ERROR
989+409*205= 84834
465+964*484= 467041
393)233+20= ERROR
192*606)781= ERROR
137-169-839= -871
903)172)290= ERROR
273)413)780= ERROR
835-368*261= -95213
291)741+642= ERROR
113+607)335= ERROR
396*985(320= ERROR
239+163+455= 857
608*189*976= 112154112
268(785+886= ERROR
846)850-499= ERROR
202)859-41= ERROR
348(872+115= ERROR
747-293+156= 610
209*340(591= ERROR
564(231(507= ERROR
438+465+169= 1072
471(391*77= ERROR
293*996(539= ERROR
158-716-477= -1035
98)544+935= ERROR
137*574(364= ERROR
844)12*115= ERROR
321*614+859= 197953
592(168)850= ERROR
922*134+432= 123980
990)681-389= ERROR
175(518(419= ERROR
143)277*401= ERROR
35(488+596= ERROR
845*922*736= 573410240
381)780*148= ERROR
593*320(425= ERROR
283-70+187= 400
239*997)867= ERROR
16)148+758= ERROR
866*245+522= 212692
740(437*291= ERROR
605+324-300= 629
870)852*695= ERROR
438*819(208= ERROR
228)338+386= ERROR
60+808*984= 795132
822(220(230= ERROR
998(192-726= ERROR
808*142)542= ERROR
333*743(381= ERROR
335)89(567= ERROR
412-623-345= -556
771+379-481= 669
698(823(254= ERROR
508(443(324= ERROR
944-146*569= -82130
333-977+143= -501
870(2(913= ERROR
340*910*591= 182855400
951(968+90= ERROR
632)966(545= ERROR
705(403*499= ERROR
801+131+672= 1604
798+740+475= 2013
540)850+526= ERROR
764*539-643= 411153
300-64-903= -667
746(126(92= ERROR
685*573+956= 393461
891(209)693= ERROR
233-592)486= ERROR
671-451)76= ERROR
374(753)870= ERROR
815+652)483= ERROR
932)314(559= ERROR
90+991)692= ERROR
693*842)329= ERROR
972*694(237= ERROR
816*304(479= ERROR
447-257)708= ERROR
187-910(619= ERROR
129+252*508= 128145
791*556)76= ERROR
461(417)275= ERROR
418(663+172= ERROR
905)717-208= ERROR
483)173+456= ERROR
375+923-957= 341
410(132*970= ERROR
826+483*21= 10969
481(899*605= ERROR
843+946+458= 2247
239-250(559= ERROR
384*876+633= 337017
521-207-265= 49
213(648)222= ERROR
723*495-952= 356933
237+761)494= ERROR
948(759(516= ERROR
665+976-242= 1399
300*380(173= ERROR
28-762)219= ERROR
627-78)780= ERROR
449+755-426= 778
526)918*475= ERROR
644-856+388= 176
868(489*289= ERROR
992-701)357= ERROR
251*664-687= 165977
368+357*77= 27857
868)172)244= ERROR
281)600+435= ERROR
694*243+367= 169009
726-749-891= -914
509+606)902= ERROR
885)382+196= ERROR
148+861+6= 1015
397+774)992= ERROR
812*846)410= ERROR
953(388*90= ERROR
642*854*463= 253848084
629(135-187= ERROR
978+109+201= 1288
722(798-202= ERROR
827)398+993= ERROR
244)259*505= ERROR
359)135-286= ERROR
850)172)102= ERROR
167+708(214= ERROR
983)561(739= ERROR
48)797+180= ERROR
864)306)454= ERROR
533(880(865= ERROR
331-319)729= ERROR
315*578-189= 181881
844-553(267= ERROR
616)167)593= ERROR
311(394*584= ERROR
258(188+917= ERROR
81)958*106= ERROR
547(349+142= ERROR
976-54)919= ERROR
121+817(275= ERROR
435)370-109= ERROR
598)471*975= ERROR
646*155+794= 100924
589+441*665= 293854
944*540*142= 72385920
747*927(856= ERROR
70-853(279= ERROR
252*551*429= 59567508
17*28+612= 1088
677)569*117= ERROR
720(369(94= ERROR
317)290*583= ERROR
41*657(813= ERROR
301-969(940= ERROR
361*761-884= 273837
54(565)200= ERROR
378-420+517= 475
479(760(889= ERROR
791)569*238= ERROR
237*671)494= ERROR
675-41(52= ERROR
811)784)500= ERROR
504(868*631= ERROR
229-790*117= -92201
292+485+938= 1715
605)336+560= ERROR
854*586)63= ERROR
652+589(501= ERROR
333+432(932= ERROR
946-435-221= 290
862)370-635= ERROR
144)906(59= ERROR
356*997)121= ERROR
952-977)825= ERROR
549(362)628= ERROR
960-657-696= -393
328)464)705= ERROR
875+81-537= 419
116+405+148= 669
663(323(452= ERROR
280)390*800= ERROR
476)463-847= ERROR
843)152(662= ERROR
584-382-977= -775
69(137-657= ERROR
691+435)388= ERROR
980)875(821= ERROR
325*647*398= 83689450
172)634*819= ERROR
513(909*204= ERROR
46(711-924= ERROR
118+269)260= ERROR
300)84(203= ERROR
415+861*915= 788230
330)288(635= ERROR
663(452)717= ERROR
435*329)760= ERROR
345*77*172= 4569180
273)878+604= ERROR
930-873(415= ERROR
505)926+682= ERROR
772-44)465= ERROR
148)737(53= ERROR
477*775+232= 369907
536-481-590= -535
88)316)396= ERROR
644(21(363= ERROR
630+757-94= 1293
280-534+687= 433
589(886+971= ERROR
200-434-843= -1077
657*363-325= 238166
646*850-440= 548660
576-320)475= ERROR
615)2+912= ERROR
855*165+251= 141326
